"Commit","HighSeverity","MediumSeverity","LowSeverity"
"43d986acd8bf7247725fc9de34648c0eda560daf","27","6","231"
"445db582a27c44cb02d57ac9171d58651cafbd76","27","6","232"
"477bff69065872fff6bab5c3a1b0512018fbb6eb","27","6","231"
"47f2f2fbe9730b041b91451d17279216f311ffc2","27","6","235"
"49fc0a567febda65709cc5154ff046684a3b8427","27","6","231"
"4c77a2e538fb23da116aaba0f51e314ef76feb68","27","6","235"
"4fb25ff5a3be5206bb72e5c4046715b1529fb2c7","27","6","232"
"503a3744ad620a2fe21c82cb2c595dc939310a1e","27","6","235"
"504e4d804df0ee666d80ba6796017cf97e026c0b","27","6","235"
"5208ae92fc3e2916cdccae45c6b9a516be3d5796","27","6","231"
"54558e0baa4d62a94af105cd1d7f8abcbd16b468","27","6","233"
"545d6cb9d06a8bf32bcd24463c0fd25e650bb2c7","27","6","232"
"552b1399110360232bf1bf2ba5ed50cb8b30e818","27","6","235"
"57b9a4b4c6cf2580b5007db78bd333a9a237fd47","27","6","235"
"57eaaff5cf1ae63d4e3ae89f301c0f9b3e86bb55","27","6","235"
"596b26606cfe20aa9f776ac0658b6bfb1ea95397","27","6","233"
"5ad69d3d0e7d1d8d15a1f2497d602b1b91fcc74a","27","6","233"
"5f85eb820cb7eb89dcb567f9cbfefb5d9038b9c0","27","6","235"
"605e7b5e47c60c3ed7c2ca71df4d6bbd49fa8a77","27","6","231"
"60845121ca2f49172e7cd941c0cb43363cb86e46","27","6","231"
"6423d7054eb2a73a1557c8531f631330e6d7e084","27","6","235"
"64ed3af328929f83b02ed57df5cb4f863fdd0389","27","6","231"
"6511b8e8d7db78d4ba3706df5122a74e1c9b9b57","27","6","235"
"654b4f4ff2718f38b3182c1188c5d569c14cc70a","27","6","232"
"6b116f0c03ac0b1aff01cd08bbe1d5cb87dff853","27","6","232"
"6b315d96bc0b07ddc3abaa7318583775828cce30","27","6","232"
"6beb1ac65b03415764c487fd139298f22e1e0313","27","6","232"
"70d0d4f9beba0e5b6d95ee50ad62ae7ab5be9be1","27","6","232"
"72a2c0a9ede04c6b82235e453b1a933faf072a76","27","6","232"
"751c9ae39a0bb9c66eca888a12595624db00bf16","27","6","235"
"760c911299aa607ca967d6d4be2985528bacf29f","27","6","232"
"76da1c954aebba4af8def73dd2319fab2e27e50a","27","6","231"
"79e4ccfc4b395127bb3e5e957b20b04e75cba355","27","6","232"
"7c5239547928079513b65f62e4c84aea21ce76e6","27","6","233"
"7e79ba7dd6e6649dd2ce3a74004b2044f2182881","27","6","231"
"7e8b3f9439ebefb3a3a4e5da9c0bd2b595976438","27","6","235"
"7fb9564420d43252c8f8c453d4dc54bf3ff9f8ee","27","6","235"
"8117d613acdd0a2874e52bfa52c3574f46e3a4fb","27","6","231"
"82f3993ba3f4d435d3bc9e37426ab225f5549510","27","6","235"
"8536dcafd82380c006a25409bdc2c3dc0d14195c","27","6","235"
"8562218350a79d4709da8593bb0c538aa0824acf","27","6","231"
"87a8bde7775ebc31175ebb111015b4052b50b7db","27","6","231"
"8f493de9fb3a7f123bdf887163efa06ce9d6b051","27","6","231"
"8fe5d54eb721f1bbb8c8a0d18810a42d1257e406","27","6","235"
"943070af4a9e13ef2b81c5e484d9c799f1845aab","27","6","235"
"94520568b399d5b4f35a9708f5643d8b16c6c4ee","27","6","235"
"955894e72fd8d4fdce5d85fc006d548278e6d9eb","27","6","231"
"9955bb4a2704f98b74a448c82dfd690ec6775b8d","27","6","231"
"999329cf6b29878d054c6ccdd24573489a2886d5","27","6","235"
"9c644a641922e5ac3b5b4a1c9386fa599973e885","27","6","231"
"9f6c03a00602eb1119e43a522cf50682f6d6a6dd","27","6","233"
"a00a7e0cad3308d999599bf17df5d3e6aba502d8","27","6","233"
"a0df8a06178e530a1097f177a1faf1d2c609ac99","27","6","235"
"a40002444e64957594a1305bb2740fddb477beeb","27","6","231"
"a7260099873acc6dc7d76cafad2f6b139087afd0","27","6","235"
"a7f61feab2dbfc50a7ebe8b0ea390bd0e5edf77a","27","6","235"
"a8035827177d6b59aca03bd717acb6a9bdd75ada","27","6","235"
"ac19c3ac8035fbf9369fd4bd336c9045d4eeafa3","27","6","235"
"aee6feb02adaa316455ea9497e92cc82b720f231","27","6","232"
"b224cf39d53bd16bcfda2ac493712c3ff449ecb8","27","6","235"
"b509d24b2fef8d5994b7d925db51befcbbf996fb","27","6","231"
"b797c1cc750b1f617678281731303611e21c70d0","27","6","235"
"b8645c1f5885522ec8bb77649f49ce842e947c25","27","6","235"
"b97fb2edac25182ff3dcf4cb8537517a1ec9e4de","27","6","231"
"bae7dbf78be3a03d8454d1b17bfdbf1bfa0de715","27","6","231"
"bb7ac1ed669d67d79fa1a3b9e5c70271892ecbcc","27","6","235"
"c0c5134c5771dd2a1caeeaee62dcd207d169e981","27","6","232"
"c2350cac243ba1ec1586fe85b0d62d1b700047a2","27","6","235"
"c2fbfb49da2657002fafcf4c609f8d91030a6ef3","27","6","231"
"c4a451bcdd2b743fdb96fcbae261c86ed91022ba","27","6","235"
"c5aa8f36bf636c3db81afd556d0e95d91b72b9c7","27","6","232"
"c6ab79299034492c5af9dd29b0c49585e4efc4cd","27","6","235"
"c78591187080e7316c0042309fe956bfd0d38d30","27","6","231"
"ca304beb1538e54c5a18fdd50846ed2259d63b8c","27","6","232"
"cb668eb973b8f09152bb48e3b49a014d3cb72b22","27","6","235"
"cc21aebe9071660ba558dae75c3066a4a3b38820","27","6","235"
"cc777dcaa0f3331626f33a7e4c61d804c43f4b5c","27","6","231"
"cfee2dfe83c5593d46bd0c8e8ce6a3d8c6e42db7","27","6","233"
"d01e261a15abd779decae6e0858d8586f7a71621","27","6","232"
"d1069d33b4ad3987acc2452756459065ce635d68","27","6","231"
"d156bc8d59dd469bf70b822926504f213ce237de","27","6","235"
"d1b9a5e2eff1c075b38815a3d2b25eb8b3f626bb","27","6","235"
"d2f72c40db0d1fe1102c98c017682b283579ad97","27","6","235"
"d495292852b6c2f1bd58bc2141ff2b0265c952cf","27","6","235"
"da32828208743c8012c8eea01780cbf9b3f60436","27","6","235"
"da762c4e329f6158956ddd51ac294e9183e5ce89","27","6","231"
"dab83a25972e0dbcc69583bf78d2a992f581563d","27","6","233"
"dfbbe2902fc67f0f93ee47a8077c148055c67a9b","27","6","235"
"e13a01061d149f4fac7db1a50124c4745a11c16e","27","6","235"
"e165f5641fdf62975d3b6a40132a475c9cbaea2a","27","6","232"
"e1a9d0ef780b7a0cdcdc706909ad2de9bd06138c","27","6","235"
"e33dfb445c547f210a7060e8b7abd592dbe42808","27","6","235"
"e789bb1aa4cb627d3d7ca79a5e5daa8d2f58cda6","27","6","232"
"e90a890f01ad253b611d8edd365f41b0c4553b67","27","6","235"
"ea87ed8394127c4bf824688b8780eaf5a804e7a3","27","6","232"
"eafcadea261dba64c44c5c17ea8a47ac17256617","27","6","231"
"eb5080286a8882eedbb77d1a8cd72f1c85b75737","27","6","235"
"ebfd66c4b1d6ffabd8a5bc52737f2bacac341d3d","27","6","231"
"ef03721f470606deaddb4a57e51550045a32fb04","27","6","235"
"ef414343e5fa2bc4fddae3097ecde5a8e32c2d4c","27","6","231"
"efeb9e0fbf1e33043c19dbfda9d12984bf0c6e34","27","6","235"
"f20b505b46e6654464635ca4afb0f37e1f14c57b","27","6","233"
"f3cd1d9cec91943a459a0662cbcffe3b2e1f6675","27","6","235"
"f47627a1c9a790fac29d5c166bc0f7944fcb1a98","27","6","235"
"f5c2c062310b347cd2737920e3eb15f2aeb633d7","27","6","235"
"f912d6c8cf5a68d576abe4426e12554c3404a7dd","27","6","231"
"fa6bf0a7112e83d36567072985d56440bb34de72","27","6","231"
"fc2c6d53239d4b4a6bac5383441152117ccf3c6f","27","6","231"
"fdf91c52a8b58b3b7c12a393629fc962d6ab7618","27","6","235"
"fe05191b8c59538a48b6cbc95f4fe54fc7e6a0ac","27","6","235"
"ff04d43c469e4cf8c14ba3e2e79da0d35ef3c7db","27","6","235"
